ticket_id,created_date,resolved_date,category,priority,sla_target_hours,first_response_hours,resolution_time_hours,sla_breached,status,assigned_team,agent_name,location,channel,customer_satisfaction
INC101767,2025-11-06 09:44:31,2025-11-09 15:26:31,Application Support,Low,48,22.95,77.7,True,Resolved,Security Team,I. Rossi,Remote,Chat,3
INC101169,2025-11-06 09:54:22,2025-11-06 16:18:58,Access Management,Medium,24,2.72,6.41,False,Resolved,Network Ops,L. Fernandes,Remote,Self-Service Portal,4
INC100007,2025-11-06 10:37:10,2025-11-07 21:40:10,Access Management,Medium,24,1.8,35.05,True,Closed,Systems Admin,B. Silva,HQ - Dubai,Self-Service Portal,3
INC100493,2025-11-06 14:23:37,2025-11-07 05:17:37,Printer,High,8,2.71,14.9,True,Resolved,Service Desk L1,H. Osei,Remote,Email,3
INC100098,2025-11-06 14:37:02,2025-11-08 00:19:38,Software,Low,48,20.86,33.71,False,Resolved,Systems Admin,K. Meyer,HQ - Dubai,Phone,5
INC101847,2025-11-06 22:12:58,2025-11-07 00:52:34,Network,High,8,2.66,2.66,False,Resolved,Desktop Support,G. Petrov,Branch - New York,Email,4
INC100764,2025-11-06 22:30:42,2025-11-07 11:00:42,Access Management,Low,48,6.8,12.5,False,Resolved,App Support,F. Torres,Branch - London,Phone,4
INC102561,2025-11-06 23:31:13,2025-11-07 01:15:01,Access Management,High,8,1.73,1.73,False,Resolved,Security Team,C. Novak,Branch - London,Phone,4
INC102450,2025-11-07 01:35:35,2025-11-08 03:39:11,Printer,Low,48,5.19,26.06,False,Resolved,App Support,K. Meyer,Branch - Singapore,Self-Service Portal,4
INC101635,2025-11-07 01:59:35,2025-11-08 03:34:59,Email,Low,48,20.49,25.59,False,Resolved,Network Ops,B. Silva,HQ - Dubai,Phone,4
INC102435,2025-11-07 03:14:33,2025-11-09 07:16:57,Email,Medium,24,10.23,52.04,True,Closed,Service Desk L1,C. Novak,Branch - Singapore,Email,4
INC100654,2025-11-07 06:24:33,2025-11-07 11:51:33,Software,High,8,0.73,5.45,False,Resolved,Systems Admin,C. Novak,Branch - New York,Email,5
INC102353,2025-11-07 10:26:07,,Hardware,High,8,1.22,1.22,False,Reopened,Systems Admin,F. Torres,HQ - Dubai,Phone,
INC102719,2025-11-07 16:48:31,2025-11-08 03:32:55,Email,High,8,2.69,10.74,True,Resolved,Network Ops,D. Ahmed,Branch - London,Self-Service Portal,3
INC101039,2025-11-07 17:06:12,2025-11-07 21:09:12,Email,High,8,0.06,4.05,False,Resolved,App Support,F. Torres,Remote,Phone,4
INC101968,2025-11-07 19:31:36,2025-11-09 12:18:24,Network,Medium,24,6.04,40.78,True,Resolved,App Support,L. Fernandes,HQ - Dubai,Self-Service Portal,3
INC100003,2025-11-07 20:42:47,2025-11-08 19:24:11,Application Support,Low,48,9.76,22.69,False,Resolved,Service Desk L1,G. Petrov,Remote,Email,4
INC101220,2025-11-07 22:08:44,2025-11-16 19:49:32,Printer,Low,48,13.82,213.68,True,Resolved,Service Desk L1,G. Petrov,Remote,Email,2
INC102863,2025-11-07 23:11:31,2025-11-08 17:22:19,Application Support,Low,48,18.18,18.18,False,Resolved,Network Ops,J. Kim,HQ - Dubai,Chat,5
INC101464,2025-11-08 00:51:56,2025-11-08 05:09:56,Access Management,High,8,1.41,4.3,False,Resolved,App Support,L. Fernandes,Remote,Self-Service Portal,5
INC100297,2025-11-08 10:08:37,2025-11-08 18:44:37,Software,Medium,24,8.6,8.6,False,Resolved,Systems Admin,D. Ahmed,HQ - Dubai,Self-Service Portal,3
INC100131,2025-11-08 13:12:30,2025-11-08 18:28:42,Software,High,8,0.31,5.27,False,Resolved,Security Team,C. Novak,Branch - Singapore,Email,4
INC102395,2025-11-08 17:03:26,2025-11-08 20:16:38,Hardware,High,8,2.11,3.22,False,Closed,Network Ops,B. Silva,Branch - London,Phone,5
INC100079,2025-11-08 19:07:19,2025-11-10 07:40:55,Access Management,Low,48,12.76,36.56,False,Closed,Service Desk L1,I. Rossi,Branch - London,Phone,5
INC101933,2025-11-09 03:32:44,2025-11-09 05:18:20,Access Management,High,8,1.76,1.76,False,Resolved,Service Desk L1,J. Kim,Remote,Email,4
INC102687,2025-11-09 04:37:14,2025-11-09 09:48:02,Email,Medium,24,4.75,5.18,False,Reopened,Security Team,D. Ahmed,Remote,Chat,
INC102276,2025-11-09 11:03:59,2025-11-10 06:50:47,Software,Low,48,19.78,19.78,False,Resolved,App Support,I. Rossi,HQ - Dubai,Phone,3
INC100147,2025-11-09 14:33:44,2025-11-09 16:21:44,Access Management,High,8,1.8,1.8,False,Resolved,Systems Admin,F. Torres,Branch - New York,Chat,5
INC100154,2025-11-09 22:00:54,2025-11-10 20:15:18,Printer,Low,48,19.38,22.24,False,Resolved,App Support,I. Rossi,Remote,Chat,3
INC102436,2025-11-10 02:08:21,2025-11-10 06:49:09,Access Management,Low,48,0.31,4.68,False,Reopened,Network Ops,E. Zhou,HQ - Dubai,Self-Service Portal,
INC101434,2025-11-10 06:08:36,2025-11-10 19:43:24,Application Support,Medium,24,5.26,13.58,False,Closed,Security Team,A. Khan,Remote,Phone,5
INC101492,2025-11-10 08:35:51,2025-11-14 15:44:15,Network,Medium,24,8.92,103.14,True,Resolved,Desktop Support,D. Ahmed,HQ - Dubai,Chat,4
INC102692,2025-11-10 13:03:45,2025-11-11 05:42:45,Hardware,High,8,3.85,16.65,True,Closed,Service Desk L1,A. Khan,Branch - New York,Self-Service Portal,3
INC100460,2025-11-10 15:06:24,2025-11-10 22:44:48,Hardware,High,8,3.51,7.64,False,Resolved,App Support,B. Silva,Branch - Singapore,Email,4
INC101370,2025-11-10 21:52:13,2025-11-11 19:05:25,Email,Medium,24,5.4,21.22,False,Resolved,Systems Admin,L. Fernandes,Branch - New York,Email,3
INC101282,2025-11-11 00:40:21,2025-11-11 14:07:21,Security Incident,Medium,24,1.2,13.45,False,Resolved,Systems Admin,I. Rossi,Branch - London,Self-Service Portal,4
INC101731,2025-11-11 05:34:35,2025-11-13 00:03:23,Access Management,Medium,24,7.59,42.48,True,Reopened,Service Desk L1,C. Novak,Branch - London,Chat,
INC102918,2025-11-11 06:39:39,2025-11-15 00:58:51,Access Management,Low,48,7.88,90.32,True,Resolved,Network Ops,J. Kim,Remote,Self-Service Portal,3
INC102448,2025-11-11 07:35:07,2025-11-11 13:42:55,Email,Medium,24,6.13,6.13,False,Resolved,Systems Admin,F. Torres,Remote,Chat,5
INC102991,2025-11-11 09:33:41,2025-11-11 10:18:41,Hardware,High,8,0.72,0.75,False,Resolved,Security Team,B. Silva,HQ - Dubai,Chat,4
INC100945,2025-11-11 11:13:12,2025-11-12 03:06:36,Hardware,Medium,24,3.07,15.89,False,Resolved,Service Desk L1,J. Kim,Branch - London,Self-Service Portal,4
INC100432,2025-11-11 14:05:08,2025-11-12 22:36:20,Printer,Low,48,3.32,32.52,False,Closed,Security Team,D. Ahmed,Remote,Phone,4
INC100183,2025-11-11 14:42:20,2025-11-12 05:06:56,Application Support,Low,48,8.53,14.41,False,Resolved,Network Ops,D. Ahmed,Branch - London,Email,2
INC101539,2025-11-11 18:14:38,2025-11-11 20:28:26,Access Management,High,8,2.23,2.23,False,Resolved,Network Ops,E. Zhou,Remote,Email,5
INC102302,2025-11-11 22:06:02,2025-11-12 09:59:26,Network,Medium,24,10.36,11.89,False,Closed,Security Team,A. Khan,Branch - London,Walk-in,3
INC102711,2025-11-11 23:38:35,,Access Management,Medium,24,11.76,12.24,False,Reopened,Security Team,H. Osei,Branch - London,Self-Service Portal,
INC100552,2025-11-12 02:24:36,2025-11-15 05:10:12,Application Support,Low,48,14.03,74.76,True,Resolved,Systems Admin,E. Zhou,Remote,Email,4
INC102844,2025-11-12 07:00:30,2025-11-13 10:00:30,Email,High,8,2.83,27.0,True,Resolved,Network Ops,D. Ahmed,HQ - Dubai,Walk-in,3
INC101997,2025-11-12 11:59:57,2025-11-13 01:11:21,Application Support,Medium,24,0.58,13.19,False,Resolved,App Support,D. Ahmed,Branch - Singapore,Email,4
INC100089,2025-11-12 12:35:29,2025-11-14 04:51:05,Access Management,Medium,24,3.39,40.26,True,Resolved,Systems Admin,L. Fernandes,Remote,Self-Service Portal,1
INC101148,2025-11-12 19:31:37,2025-11-13 10:48:25,Software,Medium,24,10.29,15.28,False,Resolved,Security Team,L. Fernandes,Branch - Singapore,Self-Service Portal,5
INC100952,2025-11-13 12:03:40,2025-11-14 01:10:16,Network,Medium,24,11.27,13.11,False,Reopened,App Support,I. Rossi,HQ - Dubai,Phone,
INC102499,2025-11-13 12:09:22,2025-11-13 14:47:46,Software,High,8,1.2,2.64,False,Reopened,App Support,B. Silva,HQ - Dubai,Email,
INC100737,2025-11-13 12:56:15,,Email,Low,48,20.69,73.05,True,Reopened,Desktop Support,D. Ahmed,HQ - Dubai,Self-Service Portal,
INC102599,2025-11-13 17:13:55,2025-11-13 19:37:19,Network,High,8,2.25,2.39,False,Resolved,Systems Admin,C. Novak,Remote,Email,3
INC102015,2025-11-13 19:36:12,2025-11-14 00:42:12,Access Management,High,8,1.55,5.1,False,Resolved,Desktop Support,L. Fernandes,Branch - London,Self-Service Portal,5
INC101284,2025-11-13 20:13:17,2025-11-17 10:33:41,Access Management,Low,48,18.62,86.34,True,Resolved,Security Team,E. Zhou,Branch - London,Email,4
INC102077,2025-11-13 21:58:29,2025-11-18 12:29:05,Software,Low,48,5.08,110.51,True,Resolved,App Support,C. Novak,Branch - Singapore,Phone,4
INC101264,2025-11-13 23:30:16,2025-11-14 09:54:16,Printer,Medium,24,1.68,10.4,False,Resolved,App Support,K. Meyer,HQ - Dubai,Email,5
INC100918,2025-11-14 08:15:52,2025-11-16 03:12:52,Software,Low,48,1.94,42.95,False,Resolved,Service Desk L1,E. Zhou,Remote,Phone,5
INC102209,2025-11-14 10:38:30,2025-11-15 06:49:18,Software,Medium,24,6.35,20.18,False,Resolved,Network Ops,K. Meyer,Branch - London,Chat,4
INC100765,2025-11-14 14:35:28,2025-11-16 01:32:28,Security Incident,Low,48,22.02,34.95,False,Reopened,Network Ops,H. Osei,Remote,Self-Service Portal,
INC101159,2025-11-14 16:07:24,2025-11-16 00:36:48,Email,Low,48,11.75,32.49,False,Closed,Systems Admin,C. Novak,HQ - Dubai,Phone,4
INC100548,2025-11-14 16:10:54,2025-11-16 00:33:06,Application Support,Low,48,23.52,32.37,False,Closed,Network Ops,D. Ahmed,Remote,Chat,4
INC101155,2025-11-14 16:54:53,2025-11-14 22:45:53,Application Support,Medium,24,5.85,5.85,False,Resolved,App Support,C. Novak,HQ - Dubai,Self-Service Portal,4
INC100667,2025-11-14 17:28:47,2025-11-15 07:42:35,Network,High,8,2.54,14.23,True,Resolved,Service Desk L1,F. Torres,Remote,Phone,3
INC101164,2025-11-14 17:57:27,2025-11-15 05:19:39,Access Management,Medium,24,4.8,11.37,False,Resolved,Service Desk L1,E. Zhou,Branch - London,Email,4
INC100496,2025-11-14 19:52:48,2025-11-15 21:28:12,Network,Medium,24,11.08,25.59,True,Resolved,App Support,H. Osei,HQ - Dubai,Phone,4
INC101976,2025-11-14 23:53:33,2025-11-16 23:28:21,Email,Low,48,22.49,47.58,False,Resolved,Service Desk L1,B. Silva,Remote,Email,5
INC101304,2025-11-15 06:30:35,2025-11-16 06:25:47,Hardware,High,8,3.5,23.92,True,Resolved,Desktop Support,K. Meyer,HQ - Dubai,Walk-in,5
INC100184,2025-11-15 11:29:54,2025-11-15 13:15:30,Security Incident,Critical,4,0.84,1.76,False,Reopened,Security Team,L. Fernandes,Branch - London,Phone,
INC102224,2025-11-15 12:54:58,2025-11-15 18:05:46,Application Support,Medium,24,0.11,5.18,False,Resolved,Security Team,H. Osei,Branch - Singapore,Self-Service Portal,4
INC102567,2025-11-15 18:48:18,2025-11-15 21:32:06,Application Support,High,8,2.22,2.73,False,Closed,Network Ops,A. Khan,Remote,Email,5
INC102402,2025-11-15 19:35:01,2025-11-16 02:13:25,Printer,High,8,0.53,6.64,False,Resolved,Desktop Support,A. Khan,HQ - Dubai,Chat,4
INC101327,2025-11-16 00:55:29,2025-11-16 08:51:53,Application Support,High,8,1.42,7.94,False,Resolved,App Support,J. Kim,HQ - Dubai,Email,3
INC101514,2025-11-16 05:11:36,2025-11-17 07:31:24,Network,Low,48,0.96,26.33,False,Resolved,Systems Admin,D. Ahmed,HQ - Dubai,Phone,4
INC100045,2025-11-16 05:40:06,2025-11-17 03:55:06,Hardware,Low,48,13.9,22.25,False,Resolved,Network Ops,H. Osei,HQ - Dubai,Email,4
INC102608,2025-11-16 07:49:54,2025-11-16 17:43:54,Software,Medium,24,9.9,9.9,False,Resolved,Systems Admin,J. Kim,HQ - Dubai,Self-Service Portal,4
INC100373,2025-11-17 00:53:11,2025-11-18 21:04:35,Software,Low,48,16.0,44.19,False,Resolved,Security Team,L. Fernandes,Remote,Self-Service Portal,3
INC101724,2025-11-17 02:03:13,2025-11-17 04:33:13,Network,Medium,24,2.5,2.5,False,Closed,Systems Admin,J. Kim,Remote,Email,5
INC100590,2025-11-17 02:35:42,2025-11-17 05:02:06,Printer,Critical,4,1.69,2.44,False,Resolved,Network Ops,I. Rossi,Remote,Chat,4
INC100458,2025-11-17 07:28:23,2025-11-17 08:53:35,Security Incident,High,8,0.41,1.42,False,Resolved,Systems Admin,I. Rossi,HQ - Dubai,Phone,5
INC102744,2025-11-17 12:36:40,2025-11-17 13:45:04,Software,Critical,4,1.14,1.14,False,Resolved,Security Team,H. Osei,Remote,Self-Service Portal,4
INC101469,2025-11-17 13:17:38,2025-11-17 16:35:38,Email,Critical,4,1.28,3.3,False,Closed,Service Desk L1,A. Khan,Branch - Singapore,Phone,5
INC101082,2025-11-17 13:20:03,2025-11-18 22:44:39,Hardware,Low,48,19.86,33.41,False,Resolved,Systems Admin,I. Rossi,Remote,Chat,4
INC102956,2025-11-17 21:19:28,2025-11-18 10:57:16,Software,Medium,24,3.16,13.63,False,Resolved,Systems Admin,E. Zhou,HQ - Dubai,Email,4
INC101419,2025-11-18 02:34:39,2025-11-18 06:23:51,Network,Medium,24,3.82,3.82,False,Resolved,Systems Admin,I. Rossi,HQ - Dubai,Self-Service Portal,5
INC100052,2025-11-18 05:01:08,2025-11-19 03:42:32,Printer,Medium,24,0.27,22.69,False,Resolved,Systems Admin,F. Torres,HQ - Dubai,Self-Service Portal,5
INC102049,2025-11-18 07:51:38,2025-11-19 08:37:50,Access Management,Medium,24,7.13,24.77,True,Resolved,Service Desk L1,C. Novak,Branch - London,Self-Service Portal,4
INC100479,2025-11-18 11:45:34,2025-11-20 00:22:10,Hardware,Low,48,16.77,36.61,False,Closed,App Support,D. Ahmed,Remote,Chat,4
INC100844,2025-11-18 12:54:59,2025-11-19 01:35:11,Application Support,Medium,24,2.92,12.67,False,Resolved,Network Ops,J. Kim,Branch - London,Chat,5
INC102217,2025-11-18 13:38:47,2025-11-19 15:45:59,Hardware,Low,48,7.69,26.12,False,Closed,Systems Admin,E. Zhou,Branch - New York,Chat,5
INC102154,2025-11-18 15:21:00,2025-11-19 11:41:24,Software,Medium,24,4.02,20.34,False,Resolved,Desktop Support,H. Osei,HQ - Dubai,Walk-in,5
INC101048,2025-11-18 18:55:18,2025-11-19 11:10:18,Software,Low,48,4.62,16.25,False,Resolved,Network Ops,I. Rossi,Remote,Self-Service Portal,5
INC100650,2025-11-18 21:05:13,2025-11-19 03:52:37,Software,High,8,0.48,6.79,False,Reopened,Security Team,H. Osei,HQ - Dubai,Self-Service Portal,
INC100706,2025-11-18 21:43:35,2025-11-19 03:29:11,Software,Medium,24,4.23,5.76,False,Closed,Network Ops,H. Osei,HQ - Dubai,Self-Service Portal,3
INC100665,2025-11-18 22:22:07,2025-11-19 19:13:43,Hardware,Low,48,17.82,20.86,False,Reopened,Systems Admin,B. Silva,Branch - Singapore,Phone,
INC100047,2025-11-18 23:26:55,2025-11-19 05:17:55,Printer,High,8,2.07,5.85,False,Resolved,Service Desk L1,H. Osei,Branch - London,Email,4
INC101818,2025-11-19 06:39:16,2025-11-20 04:02:04,Software,Low,48,16.39,21.38,False,Resolved,App Support,C. Novak,Remote,Chat,4
INC100369,2025-11-19 09:12:34,2025-11-19 14:10:10,Application Support,Medium,24,4.96,4.96,False,Closed,Service Desk L1,I. Rossi,Remote,Self-Service Portal,5
INC101476,2025-11-19 10:29:39,2025-11-19 13:20:39,Access Management,Critical,4,0.56,2.85,False,Resolved,Security Team,F. Torres,Remote,Self-Service Portal,5
INC101974,2025-11-19 12:42:17,2025-11-20 20:41:41,Access Management,Low,48,17.7,31.99,False,Resolved,Desktop Support,D. Ahmed,HQ - Dubai,Email,4
INC102002,2025-11-19 14:24:55,2025-11-20 05:45:19,Application Support,Medium,24,2.09,15.34,False,Resolved,Desktop Support,G. Petrov,Remote,Self-Service Portal,3
INC100144,2025-11-19 19:42:32,2025-11-22 04:16:08,Email,Low,48,1.56,56.56,True,Resolved,Systems Admin,H. Osei,Branch - New York,Phone,3
INC100607,2025-11-19 22:30:12,2025-11-21 05:15:48,Network,Low,48,0.81,30.76,False,Closed,App Support,F. Torres,HQ - Dubai,Self-Service Portal,5
INC102271,2025-11-20 01:04:10,2025-11-20 10:57:34,Application Support,Low,48,9.89,9.89,False,Resolved,App Support,C. Novak,HQ - Dubai,Self-Service Portal,3
INC102690,2025-11-20 01:56:49,2025-11-20 06:35:49,Email,High,8,0.06,4.65,False,Closed,Desktop Support,I. Rossi,HQ - Dubai,Self-Service Portal,5
INC101568,2025-11-20 02:10:02,2025-11-20 06:53:50,Access Management,Critical,4,0.86,4.73,True,Resolved,App Support,B. Silva,Remote,Walk-in,2
INC100230,2025-11-20 11:26:56,2025-11-20 15:31:44,Software,Critical,4,0.84,4.08,True,Reopened,Service Desk L1,I. Rossi,Branch - London,Self-Service Portal,
INC102557,2025-11-20 11:56:36,2025-11-21 23:50:00,Software,Low,48,10.04,35.89,False,Reopened,Security Team,B. Silva,Branch - New York,Self-Service Portal,
INC100682,2025-11-20 22:42:04,2025-11-21 23:45:40,Software,Low,48,21.99,25.06,False,Resolved,Service Desk L1,D. Ahmed,HQ - Dubai,Phone,3
INC100194,2025-11-21 01:24:52,2025-11-21 05:40:28,Software,Critical,4,0.77,4.26,True,Closed,Network Ops,E. Zhou,Remote,Email,3
INC101870,2025-11-21 02:50:05,2025-11-21 09:54:17,Security Incident,Critical,4,1.6,7.07,True,Closed,Service Desk L1,H. Osei,HQ - Dubai,Walk-in,2
INC102457,2025-11-21 08:19:17,2025-11-22 01:52:53,Hardware,Medium,24,1.41,17.56,False,Resolved,Security Team,E. Zhou,HQ - Dubai,Chat,5
INC101062,2025-11-21 09:02:41,2025-11-21 16:48:17,Software,Medium,24,7.76,7.76,False,Resolved,Service Desk L1,H. Osei,Remote,Email,4
INC102752,2025-11-21 10:16:45,2025-11-21 22:05:57,Software,Low,48,11.82,11.82,False,Resolved,Service Desk L1,D. Ahmed,Branch - London,Email,4
INC102635,2025-11-21 10:44:35,2025-11-22 08:03:47,Application Support,Medium,24,0.21,21.32,False,Closed,Security Team,L. Fernandes,HQ - Dubai,Phone,4
INC102705,2025-11-21 21:51:59,2025-11-23 15:15:23,Application Support,Low,48,0.53,41.39,False,Resolved,Desktop Support,A. Khan,Remote,Phone,5
INC100854,2025-11-21 22:31:37,2025-11-23 12:05:49,Email,Low,48,17.82,37.57,False,Reopened,Service Desk L1,A. Khan,Remote,Self-Service Portal,
INC101197,2025-11-22 01:08:02,2025-11-24 19:18:50,Network,Low,48,19.74,66.18,True,Resolved,Service Desk L1,K. Meyer,HQ - Dubai,Self-Service Portal,2
INC101547,2025-11-22 02:23:52,2025-11-23 09:01:40,Printer,Medium,24,6.78,30.63,True,Resolved,Security Team,I. Rossi,Branch - Singapore,Email,4
INC102710,2025-11-22 03:39:21,2025-11-23 06:30:21,Network,Medium,24,10.08,26.85,True,Resolved,Service Desk L1,G. Petrov,Branch - Singapore,Email,5
INC101293,2025-11-22 04:25:22,2025-11-22 22:15:10,Application Support,Low,48,15.27,17.83,False,Resolved,Systems Admin,H. Osei,Remote,Email,2
INC101856,2025-11-22 06:45:20,2025-11-23 02:36:56,Access Management,Low,48,16.66,19.86,False,Resolved,Security Team,A. Khan,HQ - Dubai,Phone,4
INC101754,2025-11-22 06:47:17,2025-11-22 10:50:17,Network,Medium,24,4.05,4.05,False,Closed,Security Team,E. Zhou,Branch - New York,Email,5
INC102680,2025-11-22 09:19:46,2025-11-23 19:08:22,Software,Low,48,9.87,33.81,False,Resolved,Service Desk L1,G. Petrov,Remote,Email,5
INC101052,2025-11-22 13:05:17,2025-11-22 15:18:29,Hardware,Critical,4,1.65,2.22,False,Resolved,Network Ops,J. Kim,HQ - Dubai,Phone,5
INC102575,2025-11-22 15:04:46,2025-11-22 20:34:46,Access Management,High,8,0.74,5.5,False,Resolved,Systems Admin,B. Silva,HQ - Dubai,Chat,2
INC100683,2025-11-22 19:34:10,2025-11-23 05:57:34,Network,Low,48,6.85,10.39,False,Closed,Systems Admin,B. Silva,Remote,Phone,5
INC101354,2025-11-22 19:47:22,2025-11-25 16:46:46,Email,Low,48,9.15,68.99,True,Resolved,Security Team,E. Zhou,HQ - Dubai,Self-Service Portal,3
INC100163,2025-11-22 21:31:14,2025-11-23 04:31:14,Hardware,Medium,24,7.0,7.0,False,Resolved,Desktop Support,C. Novak,Branch - London,Self-Service Portal,4
INC101862,2025-11-22 22:13:44,2025-11-26 01:44:20,Application Support,Medium,24,9.54,75.51,True,Resolved,Systems Admin,G. Petrov,HQ - Dubai,Email,3
INC101684,2025-11-23 00:37:23,2025-11-23 04:16:59,Software,Medium,24,3.66,3.66,False,Reopened,Security Team,L. Fernandes,HQ - Dubai,Phone,
INC101909,2025-11-23 01:35:40,2025-11-23 02:42:16,Hardware,Critical,4,1.11,1.11,False,Reopened,Network Ops,C. Novak,Branch - New York,Chat,
INC101028,2025-11-23 02:04:22,2025-11-24 04:51:10,Application Support,Low,48,4.38,26.78,False,Resolved,Systems Admin,K. Meyer,HQ - Dubai,Chat,3
INC102573,2025-11-23 02:38:31,2025-11-23 18:46:55,Software,Medium,24,2.65,16.14,False,Reopened,Service Desk L1,B. Silva,HQ - Dubai,Email,
INC102909,2025-11-23 05:42:01,2025-11-23 07:00:01,Software,Critical,4,1.3,1.3,False,Resolved,Network Ops,E. Zhou,Branch - London,Self-Service Portal,4
INC102577,2025-11-23 11:32:50,2025-11-23 13:55:02,Hardware,High,8,2.02,2.37,False,Closed,Desktop Support,K. Meyer,Remote,Email,5
INC102969,2025-11-23 15:28:21,2025-11-23 21:45:45,Hardware,Medium,24,1.13,6.29,False,Closed,Network Ops,K. Meyer,Branch - London,Self-Service Portal,4
INC100211,2025-11-23 15:43:57,2025-11-24 00:45:09,Application Support,Low,48,9.02,9.02,False,Resolved,Systems Admin,D. Ahmed,Branch - Singapore,Self-Service Portal,4
INC102565,2025-11-23 16:30:30,2025-11-23 19:19:42,Application Support,High,8,1.74,2.82,False,Closed,Systems Admin,A. Khan,HQ - Dubai,Phone,4
INC102358,2025-11-23 18:48:25,2025-11-27 17:23:13,Security Incident,Low,48,9.5,94.58,True,Resolved,Service Desk L1,C. Novak,Branch - Singapore,Email,4
INC100624,2025-11-24 03:25:44,,Access Management,Low,48,21.51,64.06,True,Reopened,Desktop Support,G. Petrov,HQ - Dubai,Phone,
INC100988,2025-11-24 03:59:44,2025-11-24 22:35:08,Software,Low,48,4.67,18.59,False,Resolved,App Support,J. Kim,Branch - London,Self-Service Portal,4
INC101250,2025-11-24 05:35:16,2025-11-24 23:22:04,Hardware,Low,48,6.16,17.78,False,Closed,Security Team,G. Petrov,Remote,Phone,4
INC102595,2025-11-24 06:11:08,2025-11-26 01:51:20,Hardware,Low,48,5.9,43.67,False,Resolved,Security Team,A. Khan,Remote,Email,3
INC101480,2025-11-24 10:18:15,2025-11-24 18:04:27,Access Management,Low,48,2.51,7.77,False,Resolved,Systems Admin,F. Torres,Remote,Self-Service Portal,3
INC100172,2025-11-24 13:49:13,2025-11-25 09:10:13,Application Support,High,8,0.95,19.35,True,Resolved,Security Team,E. Zhou,HQ - Dubai,Walk-in,3
INC100358,2025-11-24 15:04:43,2025-11-25 20:34:07,Network,Medium,24,2.15,29.49,True,Resolved,Desktop Support,L. Fernandes,Remote,Self-Service Portal,3
INC100435,2025-11-24 15:49:47,2025-11-24 21:01:47,Application Support,High,8,0.54,5.2,False,Closed,Systems Admin,J. Kim,Remote,Email,5
INC100865,2025-11-25 00:45:07,2025-11-25 08:45:07,Security Incident,High,8,3.69,8.0,False,Resolved,App Support,B. Silva,HQ - Dubai,Self-Service Portal,4
INC101025,2025-11-25 02:22:19,2025-11-25 16:22:55,Access Management,Medium,24,3.91,14.01,False,Reopened,Systems Admin,G. Petrov,Remote,Phone,
INC101940,2025-11-25 02:40:17,2025-11-25 13:20:29,Email,Low,48,10.67,10.67,False,Resolved,Security Team,I. Rossi,Branch - Singapore,Email,5
INC101865,2025-11-25 04:52:18,2025-11-26 06:46:18,Email,Low,48,5.79,25.9,False,Resolved,Desktop Support,B. Silva,Branch - New York,Email,5
INC100537,2025-11-25 07:01:13,2025-11-25 16:32:25,Email,Medium,24,5.6,9.52,False,Resolved,App Support,E. Zhou,Branch - New York,Self-Service Portal,4
INC100725,2025-11-25 09:10:44,2025-11-26 10:38:56,Network,Low,48,2.01,25.47,False,Closed,App Support,A. Khan,Branch - New York,Phone,4
INC100766,2025-11-25 14:23:31,2025-11-27 00:43:55,Application Support,Low,48,2.61,34.34,False,Resolved,Network Ops,K. Meyer,Branch - New York,Self-Service Portal,5
INC100553,2025-11-25 23:53:04,2025-11-26 05:41:04,Email,Medium,24,0.73,5.8,False,Resolved,Security Team,F. Torres,Remote,Self-Service Portal,5
INC100126,2025-11-26 01:41:43,2025-11-26 10:51:55,Network,Low,48,3.71,9.17,False,Resolved,Systems Admin,C. Novak,HQ - Dubai,Phone,5
INC102883,2025-11-26 02:12:31,2025-11-26 08:07:43,Email,High,8,1.9,5.92,False,Resolved,Systems Admin,J. Kim,HQ - Dubai,Phone,4
INC100188,2025-11-26 02:14:08,2025-11-27 00:13:32,Software,Low,48,21.46,21.99,False,Resolved,Network Ops,E. Zhou,Remote,Email,4
INC102810,2025-11-26 07:12:31,2025-11-26 22:16:43,Software,Medium,24,9.68,15.07,False,Resolved,App Support,L. Fernandes,HQ - Dubai,Email,4
INC102590,2025-11-26 17:13:09,2025-11-29 05:50:21,Access Management,Low,48,19.88,60.62,True,Resolved,Network Ops,L. Fernandes,Remote,Email,2
INC101530,2025-11-26 17:55:47,2025-11-27 23:02:23,Software,Medium,24,6.37,29.11,True,Reopened,Systems Admin,J. Kim,HQ - Dubai,Email,
INC102207,2025-11-26 20:49:16,2025-11-28 04:25:16,Printer,Low,48,12.53,31.6,False,Resolved,Systems Admin,I. Rossi,Remote,Chat,5
INC101387,2025-11-26 21:10:31,2025-11-28 17:29:43,Security Incident,Low,48,5.39,44.32,False,Resolved,Service Desk L1,E. Zhou,Branch - Singapore,Self-Service Portal,4
INC102188,2025-11-26 22:24:04,2025-11-28 00:39:04,Access Management,Medium,24,0.19,26.25,True,Resolved,App Support,I. Rossi,Remote,Self-Service Portal,4
INC101952,2025-11-27 02:39:29,2025-11-27 03:37:05,Application Support,Critical,4,0.33,0.96,False,Reopened,Service Desk L1,H. Osei,HQ - Dubai,Self-Service Portal,
INC101106,2025-11-27 03:09:03,2025-11-27 13:16:51,Software,Low,48,0.1,10.13,False,Reopened,Network Ops,H. Osei,Remote,Email,
INC100726,2025-11-27 05:28:28,2025-11-27 22:03:52,Printer,Medium,24,4.72,16.59,False,Resolved,Service Desk L1,A. Khan,Branch - New York,Email,5
